table,j,K,year,alt_km,F_years,corrected
8.12,4,0.5,2007,200,9.502,
8.12,4,0.5,2007,400,8.373,
8.12,4,0.5,2007,600,7.447,
8.12,4,0.5,2007,800,8.052,
8.12,4,0.5,2007,1000,8.326,
8.12,4,0.5,2007,1200,8.566,
8.12,4,0.5,2007,1400,8.46,
8.12,4,0.5,2008,200,10.896,
8.12,4,0.5,2008,400,9.605,
8.12,4,0.5,2008,600,8.475,
8.12,4,0.5,2008,800,9.128,
8.12,4,0.5,2008,1000,9.43,
8.12,4,0.5,2008,1200,9.706,
8.12,4,0.5,2008,1400,9.578,
8.12,4,0.5,2009,200,12.473,
8.12,4,0.5,2009,400,10.96,
8.12,4,0.5,2009,600,9.533,
8.12,4,0.5,2009,800,10.218,
8.12,4,0.5,2009,1000,10.545,
8.12,4,0.5,2009,1200,10.857,
8.12,4,0.5,2009,1400,10.707,
8.12,4,0.5,2010,200,13.654,
8.12,4,0.5,2010,400,12.103,
8.12,4,0.5,2010,600,10.599,
8.12,4,0.5,2010,800,11.32,
8.12,4,0.5,2010,1000,11.669,
8.12,4,0.5,2010,1200,12.019,
8.12,4,0.5,2010,1400,11.844,
8.12,4,0.5,2011,200,14.59,
8.12,4,0.5,2011,400,13.037,
8.12,4,0.5,2011,600,11.61,
8.12,4,0.5,2011,800,12.414,
8.12,4,0.5,2011,1000,12.797,
8.12,4,0.5,2011,1200,13.192,
8.12,4,0.5,2011,1400,12.987,
8.12,4,0.5,2012,200,15.674,
8.12,4,0.5,2012,400,13.965,
8.12,4,0.5,2012,600,12.486,
8.12,4,0.5,2012,800,13.447,
8.12,4,0.5,2012,1000,13.904,
8.12,4,0.5,2012,1200,14.376,
8.12,4,0.5,2012,1400,14.131,
8.12,4,0.5,2013,200,16.497,
8.12,4,0.5,2013,400,14.725,
8.12,4,0.5,2013,600,13.336,
8.12,4,0.5,2013,800,14.477,
8.12,4,0.5,2013,1000,15.015,
8.12,4,0.5,2013,1200,15.571,
8.12,4,0.5,2013,1400,15.282,
8.12,4,0.5,2014,200,17.208,
8.12,4,0.5,2014,400,15.405,
8.12,4,0.5,2014,600,14.162,
8.12,4,0.5,2014,800,15.505,
8.12,4,0.5,2014,1000,16.131,
8.12,4,0.5,2014,1200,16.778,
8.12,4,0.5,2014,1400,16.439,
8.12,4,0.5,2015,200,17.894,
8.12,4,0.5,2015,400,16.088,
8.12,4,0.5,2015,600,25.007,15.007
8.12,4,0.5,2015,800,16.546,
8.12,4,0.5,2015,1000,17.256,
8.12,4,0.5,2015,1200,17.995,
8.12,4,0.5,2015,1400,17.605,
8.12,4,0.5,2016,200,18.558,
8.12,4,0.5,2016,400,16.774,
8.12,4,0.5,2016,600,15.87,
8.12,4,0.5,2016,800,17.6,
8.12,4,0.5,2016,1000,18.392,
8.12,4,0.5,2016,1200,19.224,
8.12,4,0.5,2016,1400,18.779,
8.12,4,0.5,2017,200,19.203,
8.12,4,0.5,2017,400,17.464,
8.12,4,0.5,2017,600,16.751,
8.12,4,0.5,2017,800,18.666,
8.12,4,0.5,2017,1000,19.537,
8.12,4,0.5,2017,1200,20.463,
8.12,4,0.5,2017,1400,19.961,
8.12,4,0.5,2018,200,20.079,
8.12,4,0.5,2018,400,18.302,
8.12,4,0.5,2018,600,17.663,
8.12,4,0.5,2018,800,19.747,
8.12,4,0.5,2018,1000,20.694,
8.12,4,0.5,2018,1200,21.714,
8.12,4,0.5,2018,1400,21.153,
8.12,4,0.5,2019,200,21.167,
8.12,4,0.5,2019,400,19.279,
8.12,4,0.5,2019,600,18.605,
8.12,4,0.5,2019,800,20.843,
8.12,4,0.5,2019,1000,21.862,
8.12,4,0.5,2019,1200,22.976,
8.12,4,0.5,2019,1400,22.356,
8.12,4,0.5,2020,200,22.451,
8.12,4,0.5,2020,400,20.386,
8.12,4,0.5,2020,600,19.578,
8.12,4,0.5,2020,800,21.953,
8.12,4,0.5,2020,1000,23.041,
8.12,4,0.5,2020,1200,24.249,
8.12,4,0.5,2020,1400,23.568,
8.12,4,0.5,2021,200,23.441,
8.12,4,0.5,2021,400,21.344,
8.12,4,0.5,2021,600,20.564,
8.12,4,0.5,2021,800,23.075,
8.12,4,0.5,2021,1000,24.23,
8.12,4,0.5,2021,1200,25.532,
8.12,4,0.5,2021,1400,24.789,
8.12,4,0.5,2022,200,24.242,
8.12,4,0.5,2022,400,22.146,
8.12,4,0.5,2022,600,21.511,
8.12,4,0.5,2022,800,24.192,
8.12,4,0.5,2022,1000,25.423,
8.12,4,0.5,2022,1200,26.828,
8.12,4,0.5,2022,1400,26.017,
8.12,4,0.5,2023,200,25.199,
8.12,4,0.5,2023,400,22.973,
8.12,4,0.5,2023,600,22.354,
8.12,4,0.5,2023,800,25.252,
8.12,4,0.5,2023,1000,26.595,
8.12,4,0.5,2023,1200,28.133,
8.12,4,0.5,2023,1400,27.244,
8.12,4,0.5,2024,200,25.95,
8.12,4,0.5,2024,400,23.67,
8.12,4,0.5,2024,600,23.177,
8.12,4,0.5,2024,800,26.312,
8.12,4,0.5,2024,1000,27.772,
8.12,4,0.5,2024,1200,29.45,
8.12,4,0.5,2024,1400,28.478,
8.12,4,0.5,2025,200,26.616,
8.12,4,0.5,2025,400,24.305,
8.12,4,0.5,2025,600,23.982,
8.12,4,0.5,2025,800,27.37,
8.12,4,0.5,2025,1000,28.954,
8.12,4,0.5,2025,1200,30.779,
8.12,4,0.5,2025,1400,29.719,
8.13,5,0.5,2000,200,1.0,
8.13,5,0.5,2000,400,1.0,
8.13,5,0.5,2000,600,1.0,
8.13,5,0.5,2000,800,1.0,
8.13,5,0.5,2000,1000,1.0,
8.13,5,0.5,2000,1200,1.0,
8.13,5,0.5,2000,1400,1.0,
8.13,5,0.5,2001,200,2.409,
8.13,5,0.5,2001,400,2.132,
8.13,5,0.5,2001,600,1.894,
8.13,5,0.5,2001,800,1.961,
8.13,5,0.5,2001,1000,1.995,
8.13,5,0.5,2001,1200,1.02,2.02
8.13,5,0.5,2001,1400,2.014,
8.13,5,0.5,2002,200,3.584,
8.13,5,0.5,2002,400,3.13,
8.13,5,0.5,2002,600,2.786,
8.13,5,0.5,2002,800,2.935,
8.13,5,0.5,2002,1000,3.008,
8.13,5,0.5,2002,1200,3.062,
8.13,5,0.5,2002,1400,3.046,
8.13,5,0.5,2003,200,4.651,
8.13,5,0.5,2003,400,4.064,
8.13,5,0.5,2003,600,3.678,
8.13,5,0.5,2003,800,3.923,
8.13,5,0.5,2003,1000,4.039,
8.13,5,0.5,2003,1200,4.125,
8.13,5,0.5,2003,1400,4.097,
8.13,5,0.5,2004,200,5.79,
8.13,5,0.5,2004,400,5.072,
8.13,5,0.5,2004,600,4.612,
8.13,5,0.5,2004,800,4.938,
8.13,5,0.5,2004,1000,5.092,
8.13,5,0.5,2004,1200,5.21,
8.13,5,0.5,2004,1400,5.167,
8.13,5,0.5,2005,200,6.974,
8.13,5,0.5,2005,400,6.137,
8.13,5,0.5,2005,600,5.586,
8.13,5,0.5,2005,800,5.98,
8.13,5,0.5,2005,1000,6.167,
8.13,5,0.5,2005,1200,6.316,
8.13,5,0.5,2005,1400,6.258,
8.13,5,0.5,2006,200,7.944,
8.13,5,0.5,2006,400,7.095,
8.13,5,0.5,2006,600,6.572,
8.13,5,0.5,2006,800,7.035,
8.13,5,0.5,2006,1000,7.252,
8.13,5,0.5,2006,1200,7.433,
8.13,5,0.5,2006,1400,7.358,
8.13,5,0.5,2007,200,9.112,
8.13,5,0.5,2007,400,8.181,
8.13,5,0.5,2007,600,7.586,
8.13,5,0.5,2007,800,8.103,
8.13,5,0.5,2007,1000,8.348,
8.13,5,0.5,2007,1200,8.56,
8.13,5,0.5,2007,1400,8.467,
8.13,5,0.5,2008,200,10.461,
8.13,5,0.5,2008,400,9.386,
8.13,5,0.5,2008,600,8.628,
8.13,5,0.5,2008,800,9.186,
8.13,5,0.5,2008,1000,9.456,
8.13,5,0.5,2008,1200,9.699,
8.13,5,0.5,2008,1400,9.587,
8.13,5,0.5,2009,200,11.981,
8.13,5,0.5,2009,400,10.704,
8.13,5,0.5,2009,600,9.696,
8.13,5,0.5,2009,800,10.283,
8.13,5,0.5,2009,1000,10.575,
8.13,5,0.5,2009,1200,10.848,
8.13,5,0.5,2009,1400,10.717,
8.13,5,0.5,2010,200,13.169,
8.13,5,0.5,2010,400,11.847,
8.13,5,0.5,2010,600,10.773,
8.13,5,0.5,2010,800,11.391,
8.13,5,0.5,2010,1000,11.703,
8.13,5,0.5,2010,1200,12.008,
8.13,5,0.5,2010,1400,11.855,
8.13,5,0.5,2011,200,14.091,
8.13,5,0.5,2011,400,12.784,
8.13,5,0.5,2011,600,11.804,
8.13,5,0.5,2011,800,12.493,
8.13,5,0.5,2011,1000,12.835,
8.13,5,0.5,2011,1200,13.18,
8.13,5,0.5,2011,1400,13.001,
8.13,5,0.5,2012,200,15.163,
8.13,5,0.5,2012,400,13.71,
8.13,5,0.5,2012,600,12.715,
8.13,5,0.5,2012,800,13.541,
8.13,5,0.5,2012,1000,13.949,
8.13,5,0.5,2012,1200,14.361,
8.13,5,0.5,2012,1400,14.148,
8.13,5,0.5,2013,200,15.957,
8.13,5,0.5,2013,400,14.466,
8.13,5,0.5,2013,600,13.605,
8.13,5,0.5,2013,800,14.587,
8.13,5,0.5,2013,1000,15.068,
8.13,5,0.5,2013,1200,15.553,
8.13,5,0.5,2013,1400,15.301,
8.13,5,0.5,2014,200,16.62,
8.13,5,0.5,2014,400,15.135,
8.13,5,0.5,2014,600,14.476,
8.13,5,0.5,2014,800,15.634,
8.13,5,0.5,2014,1000,16.193,
8.13,5,0.5,2014,1200,16.757,
8.13,5,0.5,2014,1400,16.462,
8.13,5,0.5,2015,200,17.27,
8.13,5,0.5,2015,400,15.814,
8.13,5,0.5,2015,600,15.365,
8.13,5,0.5,2015,800,16.692,
8.13,5,0.5,2015,1000,17.328,
8.13,5,0.5,2015,1200,17.972,
8.13,5,0.5,2015,1400,17.631,
8.13,5,0.5,2016,200,17.911,
8.13,5,0.5,2016,400,16.501,
8.13,5,0.5,2016,600,16.271,
8.13,5,0.5,2016,800,17.764,
8.13,5,0.5,2016,1000,18.472,
8.13,5,0.5,2016,1200,19.197,
8.13,5,0.5,2016,1400,18.809,
8.13,5,0.5,2017,200,18.546,
8.13,5,0.5,2017,400,17.199,
8.13,5,0.5,2017,600,17.194,
8.13,5,0.5,2017,800,18.848,
8.13,5,0.5,2017,1000,19.627,
8.13,5,0.5,2017,1200,20.433,
8.13,5,0.5,2017,1400,19.996,
8.13,5,0.5,2018,200,19.392,
8.13,5,0.5,2018,400,18.032,
8.13,5,0.5,2018,600,18.145,
8.13,5,0.5,2018,800,19.946,
8.13,5,0.5,2018,1000,20.792,
8.13,5,0.5,2018,1200,21.68,
8.13,5,0.5,2018,1400,21.192,
8.13,5,0.5,2019,200,20.43,
8.13,5,0.5,2019,400,18.99,
8.13,5,0.5,2019,600,19.124,
8.13,5,0.5,2019,800,21.059,
8.13,5,0.5,2019,1000,21.97,
8.13,5,0.5,2019,1200,22.939,
8.13,5,0.5,2019,1400,22.399,
8.13,5,0.5,2020,200,21.648,
8.13,5,0.5,2020,400,20.066,
8.13,5,0.5,2020,600,20.13,
8.13,5,0.5,2020,800,22.185,
8.13,5,0.5,2020,1000,23.158,
8.13,5,0.5,2020,1200,24.208,
8.13,5,0.5,2020,1400,23.616,
8.13,5,0.5,2021,200,22.619,
8.13,5,0.5,2021,400,21.019,
8.13,5,0.5,2021,600,21.149,
8.13,5,0.5,2021,800,23.324,
8.13,5,0.5,2021,1000,24.357,
8.13,5,0.5,2021,1200,25.488,
8.13,5,0.5,2021,1400,24.841,
8.13,5,0.5,2022,200,23.391,
8.13,5,0.5,2022,400,21.819,
8.13,5,0.5,2022,600,22.135,
8.13,5,0.5,2022,800,24.459,
8.13,5,0.5,2022,1000,25.559,
8.13,5,0.5,2022,1200,26.779,
8.13,5,0.5,2022,1400,26.073,
8.13,5,0.5,2023,200,24.329,
8.13,5,0.5,2023,400,22.644,
8.13,5,0.5,2023,600,23.027,
8.13,5,0.5,2023,800,25.544,
8.13,5,0.5,2023,1000,26.745,
8.13,5,0.5,2023,1200,28.08,
8.13,5,0.5,2023,1400,27.307,
8.13,5,0.5,2024,200,25.049,
8.13,5,0.5,2024,400,23.335,
8.13,5,0.5,2024,600,23.902,
8.13,5,0.5,2024,800,26.629,
8.13,5,0.5,2024,1000,27.936,
8.13,5,0.5,2024,1200,29.392,
8.13,5,0.5,2024,1400,28.547,
8.13,5,0.5,2025,200,25.665,
8.13,5,0.5,2025,400,23.958,
8.13,5,0.5,2025,600,24.763,
8.13,5,0.5,2025,800,27.715,
8.13,5,0.5,2025,1000,29.132,
8.13,5,0.5,2025,1200,30.715,
8.13,5,0.5,2025,1400,29.794,
8.14,6,0.5,2000,200,1.0,
8.14,6,0.5,2000,400,1.0,
8.14,6,0.5,2000,600,1.0,
8.14,6,0.5,2000,800,1.0,
8.14,6,0.5,2000,1000,1.0,
8.14,6,0.5,2000,1200,1.0,
8.14,6,0.5,2000,1400,1.0,
8.14,6,0.5,2001,200,2.34,
8.14,6,0.5,2001,400,2.105,
8.14,6,0.5,2001,600,1.904,
8.14,6,0.5,2001,800,1.963,
8.14,6,0.5,2001,1000,1.996,
8.14,6,0.5,2001,1200,2.019,
8.14,6,0.5,2001,1400,2.014,
8.14,6,0.5,2002,200,3.439,
8.14,6,0.5,2002,400,3.076,
8.14,6,0.5,2002,600,2.81,
8.14,6,0.5,2002,800,2.941,
8.14,6,0.5,2002,1000,3.01,
8.14,6,0.5,2002,1200,3.06,
8.14,6,0.5,2002,1400,3.046,
8.14,6,0.5,2003,200,4.426,
8.14,6,0.5,2003,400,3.984,
8.14,6,0.5,2003,600,3.719,
8.14,6,0.5,2003,800,3.933,
8.14,6,0.5,2003,1000,4.042,
8.14,6,0.5,2003,1200,4.123,
8.14,6,0.5,2003,1400,4.097,
8.14,6,0.5,2004,200,5.494,
8.14,6,0.5,2004,400,4.969,
8.14,6,0.5,2004,600,4.668,
8.14,6,0.5,2004,800,4.952,
8.14,6,0.5,2004,1000,5.096,
8.14,6,0.5,2004,1200,5.206,
8.14,6,0.5,2004,1400,5.168,
8.14,6,0.5,2005,200,6.627,
8.14,6,0.5,2005,400,6.017,
8.14,6,0.5,2005,600,5.657,
8.14,6,0.5,2005,800,5.999,
8.14,6,0.5,2005,1000,6.172,
8.14,6,0.5,2005,1200,6.31,
8.14,6,0.5,2005,1400,6.259,
8.14,6,0.5,2006,200,7.583,
8.14,6,0.5,2006,400,6.978,
8.14,6,0.5,2006,600,6.659,
8.14,6,0.5,2006,800,7.058,
8.14,6,0.5,2006,1000,7.259,
8.14,6,0.5,2006,1200,7.425,
8.14,6,0.5,2006,1400,7.359,
8.14,6,0.5,2007,200,8.729,
8.14,6,0.5,2007,400,8.06,
8.14,6,0.5,2007,600,7.686,
8.14,6,0.5,2007,800,8.131,
8.14,6,0.5,2007,1000,8.357,
8.14,6,0.5,2007,1200,8.551,
8.14,6,0.5,2007,1400,8.469,
8.14,6,0.5,2008,200,10.051,
8.14,6,0.5,2008,400,9.256,
8.14,6,0.5,2008,600,8.74,
8.14,6,0.5,2008,800,9.219,
8.14,6,0.5,2008,1000,9.466,
8.14,6,0.5,2008,1200,9.688,
8.14,6,0.5,2008,1400,9.59,
8.14,6,0.5,2009,200,11.537,
8.14,6,0.5,2009,400,10.559,
8.14,6,0.5,2009,600,9.82,
8.14,6,0.5,2009,800,10.32,
8.14,6,0.5,2009,1000,10.586,
8.14,6,0.5,2009,1200,10.835,
8.14,6,0.5,2009,1400,10.721,
8.14,6,0.5,2010,200,12.734,
8.14,6,0.5,2010,400,11.71,
8.14,6,0.5,2010,600,10.908,
8.14,6,0.5,2010,800,11.433,
8.14,6,0.5,2010,1000,11.717,
8.14,6,0.5,2010,1200,11.994,
8.14,6,0.5,2010,1400,11.861,
8.14,6,0.5,2011,200,13.667,
8.14,6,0.5,2011,400,12.667,
8.14,6,0.5,2011,600,11.954,
8.14,6,0.5,2011,800,12.541,
8.14,6,0.5,2011,1000,12.852,
8.14,6,0.5,2011,1200,13.163,
8.14,6,0.5,2011,1400,13.007,
8.14,6,0.5,2012,200,14.696,
8.14,6,0.5,2012,400,13.592,
8.14,6,0.5,2012,600,12.89,
8.14,6,0.5,2012,800,13.597,
8.14,6,0.5,2012,1000,13.969,
8.14,6,0.5,2012,1200,14.341,
8.14,6,0.5,2012,1400,14.156,
8.14,6,0.5,2013,200,15.441,
8.14,6,0.5,2013,400,14.348,
8.14,6,0.5,2013,600,13.808,
8.14,6,0.5,2013,800,14.653,
8.14,6,0.5,2013,1000,15.092,
8.14,6,0.5,2013,1200,15.531,
8.14,6,0.5,2013,1400,15.311,
8.14,6,0.5,2014,200,16.051,
8.14,6,0.5,2014,400,15.019,
8.14,6,0.5,2014,600,14.711,
8.14,6,0.5,2014,800,15.709,
8.14,6,0.5,2014,1000,16.221,
8.14,6,0.5,2014,1200,16.731,
8.14,6,0.5,2014,1400,16.473,
8.14,6,0.5,2015,200,16.659,
8.14,6,0.5,2015,400,15.704,
8.14,6,0.5,2015,600,15.632,
8.14,6,0.5,2015,800,16.779,
8.14,6,0.5,2015,1000,17.36,
8.14,6,0.5,2015,1200,17.942,
8.14,6,0.5,2015,1400,17.645,
8.14,6,0.5,2016,200,17.274,
8.14,6,0.5,2016,400,16.406,
8.14,6,0.5,2016,600,16.569,
8.14,6,0.5,2016,800,17.861,
8.14,6,0.5,2016,1000,18.509,
8.14,6,0.5,2016,1200,19.164,
8.14,6,0.5,2016,1400,18.825,
8.14,6,0.5,2017,200,17.9,
8.14,6,0.5,2017,400,17.125,
8.14,6,0.5,2017,600,17.524,
8.14,6,0.5,2017,800,18.956,
8.14,6,0.5,2017,1000,19.669,
8.14,6,0.5,2017,1200,20.396,
8.14,6,0.5,2017,1400,20.014,
8.14,6,0.5,2018,200,18.726,
8.14,6,0.5,2018,400,17.971,
8.14,6,0.5,2018,600,18.506,
8.14,6,0.5,2018,800,20.066,
8.14,6,0.5,2018,1000,20.84,
8.14,6,0.5,2018,1200,21.64,
8.14,6,0.5,2018,1400,21.213,
8.14,6,0.5,2019,200,19.735,
8.14,6,0.5,2019,400,18.935,
8.14,6,0.5,2019,600,19.514,
8.14,6,0.5,2019,800,21.19,
8.14,6,0.5,2019,1000,22.022,
8.14,6,0.5,2019,1200,22.894,
8.14,6,0.5,2019,1400,22.423,
8.14,6,0.5,2020,200,20.914,
8.14,6,0.5,2020,400,20.009,
8.14,6,0.5,2020,600,20.548,
8.14,6,0.5,2020,800,22.328,
8.14,6,0.5,2020,1000,23.216,
8.14,6,0.5,2020,1200,24.159,
8.14,6,0.5,2020,1400,23.642,
8.14,6,0.5,2021,200,21.872,
8.14,6,0.5,2021,400,20.973,
8.14,6,0.5,2021,600,21.595,
8.14,6,0.5,2021,800,23.478,
8.14,6,0.5,2021,1000,24.42,
8.14,6,0.5,2021,1200,25.435,
8.14,6,0.5,2021,1400,24.871,
8.14,6,0.5,2022,200,22.637,
8.14,6,0.5,2022,400,21.795,
8.14,6,0.5,2022,600,22.612,
8.14,6,0.5,2022,800,24.625,
8.14,6,0.5,2022,1000,25.629,
8.14,6,0.5,2022,1200,26.722,
8.14,6,0.5,2022,1400,26.106,
8.14,6,0.5,2023,200,23.529,
8.14,6,0.5,2023,400,22.623,
8.14,6,0.5,2023,600,23.54,
8.14,6,0.5,2023,800,25.726,
8.14,6,0.5,2023,1000,26.821,
8.14,6,0.5,2023,1200,28.017,
8.14,6,0.5,2023,1400,27.343,
8.14,6,0.5,2024,200,24.197,
8.14,6,0.5,2024,400,23.319,
8.14,6,0.5,2024,600,24.455,
8.14,6,0.5,2024,800,26.827,
8.14,6,0.5,2024,1000,28.02,
8.14,6,0.5,2024,1200,29.324,
8.14,6,0.5,2024,1400,28.587,
8.14,6,0.5,2025,200,24.756,
8.14,6,0.5,2025,400,23.946,
8.14,6,0.5,2025,600,25.358,
8.14,6,0.5,2025,800,27.93,
8.14,6,0.5,2025,1000,29.224,
8.14,6,0.5,2025,1200,30.641,
8.14,6,0.5,2025,1400,29.838,
8.15,7,0.5,2000,200,1.0,
8.15,7,0.5,2000,400,1.0,
8.15,7,0.5,2000,600,1.0,
8.15,7,0.5,2000,800,1.0,
8.15,7,0.5,2000,1000,1.0,
8.15,7,0.5,2000,1200,1.0,
8.15,7,0.5,2000,1400,1.0,
8.15,7,0.5,2001,200,2.197,
8.15,7,0.5,2001,400,2.044,
8.15,7,0.5,2001,600,1.922,
8.15,7,0.5,2001,800,1.967,
8.15,7,0.5,2001,1000,1.997,
8.15,7,0.5,2001,1200,2.018,
8.15,7,0.5,2001,1400,2.014,
8.15,7,0.5,2002,200,3.183,
8.15,7,0.5,2002,400,2.972,
8.15,7,0.5,2002,600,2.848,
8.15,7,0.5,2002,800,2.949,
8.15,7,0.5,2002,1000,3.012,
8.15,7,0.5,2002,1200,3.056,
8.15,7,0.5,2002,1400,3.046,
8.15,7,0.5,2003,200,4.07,
8.15,7,0.5,2003,400,3.846,
8.15,7,0.5,2003,600,3.778,
8.15,7,0.5,2003,800,3.946,
8.15,7,0.5,2003,1000,4.045,
8.15,7,0.5,2003,1200,4.115,
8.15,7,0.5,2003,1400,4.096,
8.15,7,0.5,2004,200,5.044,
8.15,7,0.5,2004,400,4.794,
8.15,7,0.5,2004,600,4.745,
8.15,7,0.5,2004,800,4.97,
8.15,7,0.5,2004,1000,5.1,
8.15,7,0.5,2004,1200,5.194,
8.15,7,0.5,2004,1400,5.166,
8.15,7,0.5,2005,200,6.1,
8.15,7,0.5,2005,400,5.812,
8.15,7,0.5,2005,600,5.749,
8.15,7,0.5,2005,800,6.021,
8.15,7,0.5,2005,1000,6.177,
8.15,7,0.5,2005,1200,6.294,
8.15,7,0.5,2005,1400,6.256,
8.15,7,0.5,2006,200,7.026,
8.15,7,0.5,2006,400,6.766,
8.15,7,0.5,2006,600,6.766,
8.15,7,0.5,2006,800,7.084,
8.15,7,0.5,2006,1000,7.263,
8.15,7,0.5,2006,1200,7.403,
8.15,7,0.5,2006,1400,7.356,
8.15,7,0.5,2007,200,8.124,
8.15,7,0.5,2007,400,7.829,
8.15,7,0.5,2007,600,7.806,
8.15,7,0.5,2007,800,8.161,
8.15,7,0.5,2007,1000,8.361,
8.15,7,0.5,2007,1200,8.523,
8.15,7,0.5,2007,1400,8.465,
8.15,7,0.5,2008,200,9.379,
8.15,7,0.5,2008,400,8.993,
8.15,7,0.5,2008,600,8.87,
8.15,7,0.5,2008,800,9.252,
8.15,7,0.5,2008,1000,9.47,
8.15,7,0.5,2008,1200,9.654,
8.15,7,0.5,2008,1400,9.584,
8.15,7,0.5,2009,200,10.783,
8.15,7,0.5,2009,400,10.253,
8.15,7,0.5,2009,600,9.957,
8.15,7,0.5,2009,800,10.356,
8.15,7,0.5,2009,1000,10.59,
8.15,7,0.5,2009,1200,10.794,
8.15,7,0.5,2009,1400,10.713,
8.15,7,0.5,2010,200,11.961,
8.15,7,0.5,2010,400,11.394,
8.15,7,0.5,2010,600,11.053,
8.15,7,0.5,2010,800,11.472,
8.15,7,0.5,2010,1000,11.719,
8.15,7,0.5,2010,1200,11.945,
8.15,7,0.5,2010,1400,11.851,
8.15,7,0.5,2011,200,12.889,
8.15,7,0.5,2011,400,12.359,
8.15,7,0.5,2011,600,12.115,
8.15,7,0.5,2011,800,12.583,
8.15,7,0.5,2011,1000,12.854,
8.15,7,0.5,2011,1200,13.106,
8.15,7,0.5,2011,1400,12.995,
8.15,7,0.5,2012,200,13.81,
8.15,7,0.5,2012,400,13.25,
8.15,7,0.5,2012,600,13.084,
8.15,7,0.5,2012,800,13.647,
8.15,7,0.5,2012,1000,13.972,
8.15,7,0.5,2012,1200,14.274,
8.15,7,0.5,2012,1400,14.142,
8.15,7,0.5,2013,200,14.477,
8.15,7,0.5,2013,400,13.992,
8.15,7,0.5,2013,600,14.038,
8.15,7,0.5,2013,800,14.711,
8.15,7,0.5,2013,1000,15.096,
8.15,7,0.5,2013,1200,15.452,
8.15,7,0.5,2013,1400,15.295,
8.15,7,0.5,2014,200,15.02,
8.15,7,0.5,2014,400,14.656,
8.15,7,0.5,2014,600,14.979,
8.15,7,0.5,2014,800,15.777,
8.15,7,0.5,2014,1000,16.227,
8.15,7,0.5,2014,1200,16.641,
8.15,7,0.5,2014,1400,16.456,
8.15,7,0.5,2015,200,15.573,
8.15,7,0.5,2015,400,15.339,
8.15,7,0.5,2015,600,15.937,
8.15,7,0.5,2015,800,16.856,
8.15,7,0.5,2015,1000,17.367,
8.15,7,0.5,2015,1200,17.84,
8.15,7,0.5,2015,1400,17.625,
8.15,7,0.5,2016,200,16.148,
8.15,7,0.5,2016,400,16.045,
8.15,7,0.5,2016,600,16.911,
8.15,7,0.5,2016,800,17.948,
8.15,7,0.5,2016,1000,18.518,
8.15,7,0.5,2016,1200,19.049,
8.15,7,0.5,2016,1400,18.803,
8.15,7,0.5,2017,200,16.748,
8.15,7,0.5,2017,400,16.774,
8.15,7,0.5,2017,600,17.901,
8.15,7,0.5,2017,800,19.051,
8.15,7,0.5,2017,1000,19.679,
8.15,7,0.5,2017,1200,20.267,
8.15,7,0.5,2017,1400,19.989,
8.15,7,0.5,2018,200,17.526,
8.15,7,0.5,2018,400,17.615,
8.15,7,0.5,2018,600,18.915,
8.15,7,0.5,2018,800,20.169,
8.15,7,0.5,2018,1000,20.851,
8.15,7,0.5,2018,1200,21.497,
8.15,7,0.5,2018,1400,21.186,
8.15,7,0.5,2019,200,18.467,
8.15,7,0.5,2019,400,18.56,
8.15,7,0.5,2019,600,19.953,
8.15,7,0.5,2019,800,21.301,
8.15,7,0.5,2019,1000,22.034,
8.15,7,0.5,2019,1200,22.736,
8.15,7,0.5,2019,1400,22.393,
8.15,7,0.5,2020,200,19.561,
8.15,7,0.5,2020,400,19.604,
8.15,7,0.5,2020,600,21.015,
8.15,7,0.5,2020,800,22.447,
8.15,7,0.5,2020,1000,23.228,
8.15,7,0.5,2020,1200,23.986,
8.15,7,0.5,2020,1400,23.609,
8.15,7,0.5,2021,200,20.481,
8.15,7,0.5,2021,400,20.56,
8.15,7,0.5,2021,600,22.089,
8.15,7,0.5,2021,800,23.605,
8.15,7,0.5,2021,1000,24.432,
8.15,7,0.5,2021,1200,25.246,
8.15,7,0.5,2021,1400,24.835,
8.15,7,0.5,2022,200,21.221,
8.15,7,0.5,2022,400,21.39,
8.15,7,0.5,2022,600,23.139,
8.15,7,0.5,2022,800,24.76,
8.15,7,0.5,2022,1000,25.642,
8.15,7,0.5,2022,1200,26.516,
8.15,7,0.5,2022,1400,26.067,
8.15,7,0.5,2023,200,22.009,
8.15,7,0.5,2023,400,22.191,
8.15,7,0.5,2023,600,24.113,
8.15,7,0.5,2023,800,25.873,
8.15,7,0.5,2023,1000,26.836,
8.15,7,0.5,2023,1200,27.793,
8.15,7,0.5,2023,1400,27.301,
8.15,7,0.5,2024,200,22.6,
8.15,7,0.5,2024,400,22.875,
8.15,7,0.5,2024,600,25.076,
8.15,7,0.5,2024,800,26.987,
8.15,7,0.5,2024,1000,28.036,
8.15,7,0.5,2024,1200,29.08,
8.15,7,0.5,2024,1400,28.541,
8.15,7,0.5,2025,200,23.091,
8.15,7,0.5,2025,400,23.498,
8.15,7,0.5,2025,600,26.029,
8.15,7,0.5,2025,800,28.104,
8.15,7,0.5,2025,1000,29.243,
8.15,7,0.5,2025,1200,30.377,
8.15,7,0.5,2025,1400,29.789,
8.16,8,0.5,2000,200,1.0,
8.16,8,0.5,2000,400,1.0,
8.16,8,0.5,2000,600,1.0,
8.16,8,0.5,2000,800,1.0,
8.16,8,0.5,2000,1000,1.0,
